,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
0,"Rhythm Is A Dancer - 7"" Edit___SNAP!",2022-01-12 10:09,SNAP!,"Rhythm Is A Dancer - 7"" Edit",124020,2022-01-12 10:09:00,0.794,0.745,9,-11.367,0,0.037,0.273,0.000414,0.143,0.706,124.249,audio_features,4RADreHMvMkZwsPgPr9z5c,spotify:track:4RADreHMvMkZwsPgPr9z5c,https://api.spotify.com/v1/tracks/4RADreHMvMkZwsPgPr9z5c,https://api.spotify.com/v1/audio-analysis/4RADreHMvMkZwsPgPr9z5c,225882,4,The Madman's Return,2TrNT4qm7qDIRTUVn9jBW4
1,Rythm Is a Dancer___Pat Benesta,2022-01-12 11:54,Pat Benesta,Rythm Is a Dancer,31530,2022-01-12 11:54:00,0.685,0.703,9,-14.959,0,0.0319,0.0291,0.149,0.363,0.83,125.711,audio_features,0N8vCa2J7fPaLQQAGB72Vt,spotify:track:0N8vCa2J7fPaLQQAGB72Vt,https://api.spotify.com/v1/tracks/0N8vCa2J7fPaLQQAGB72Vt,https://api.spotify.com/v1/audio-analysis/0N8vCa2J7fPaLQQAGB72Vt,203160,4,"Techno Dance, Vol. 9",7fFDtmDIsEg8rYXzxZbhJH
2,DRUM GO DUM___K/DA,2022-01-12 12:04,K/DA,DRUM GO DUM,200914,2022-01-12 12:04:00,0.608,0.939,11,-4.723,0,0.0579,0.0116,0.0398,0.0656,0.403,175.028,audio_features,2JV5OBqTMW1F6PYOGZJatP,spotify:track:2JV5OBqTMW1F6PYOGZJatP,https://api.spotify.com/v1/tracks/2JV5OBqTMW1F6PYOGZJatP,https://api.spotify.com/v1/audio-analysis/2JV5OBqTMW1F6PYOGZJatP,200914,4,ALL OUT,26IdRjba8f8DNa7c0FwfQb
3,ULALA___Żabson,2022-01-12 12:07,Żabson,ULALA,178560,2022-01-12 12:07:00,0.823,0.709,9,-6.744,1,0.244,0.155,4.46e-06,0.67,0.606,166.074,audio_features,3R1kRWGWXEEdWZGfZaXihP,spotify:track:3R1kRWGWXEEdWZGfZaXihP,https://api.spotify.com/v1/tracks/3R1kRWGWXEEdWZGfZaXihP,https://api.spotify.com/v1/audio-analysis/3R1kRWGWXEEdWZGfZaXihP,178560,4,Ziomalski Mixtape,0wQB9uv8pVexo31itgCXxn
4,Więcej___DZIARMA,2022-01-12 12:10,DZIARMA,Więcej,189573,2022-01-12 12:10:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
5,Louboutin___DZIARMA,2022-01-12 12:24,DZIARMA,Louboutin,174373,2022-01-12 12:24:00,0.831,0.591,11,-6.526,0,0.208,0.152,0.0,0.0662,0.424,126.019,audio_features,0JNyBvVyQ5awHtRLsiKrKL,spotify:track:0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/tracks/0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/audio-analysis/0JNyBvVyQ5awHtRLsiKrKL,174373,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
6,Siebie zapytasz___sanah,2022-01-12 12:35,sanah,Siebie zapytasz,228824,2022-01-12 12:35:00,0.609,0.524,11,-7.576,0,0.034,0.827,0.000229,0.0964,0.403,171.934,audio_features,0t1aCAoSZfup7J3mPIyijI,spotify:track:0t1aCAoSZfup7J3mPIyijI,https://api.spotify.com/v1/tracks/0t1aCAoSZfup7J3mPIyijI,https://api.spotify.com/v1/audio-analysis/0t1aCAoSZfup7J3mPIyijI,228825,4,Królowa dram,57y8HhpAZJ7SkeetSXvTya
7,2:00___sanah,2022-01-12 12:38,sanah,2:00,199555,2022-01-12 12:38:00,0.601,0.122,3,-11.68,0,0.04,0.889,0.000712,0.169,0.212,119.698,audio_features,4s0LlMTMlsd6OrrcWJeKMI,spotify:track:4s0LlMTMlsd6OrrcWJeKMI,https://api.spotify.com/v1/tracks/4s0LlMTMlsd6OrrcWJeKMI,https://api.spotify.com/v1/audio-analysis/4s0LlMTMlsd6OrrcWJeKMI,199555,4,Irenka,3RBWb4HlzXRG0pD0eHdnwF
8,Oh Wow___Hodak,2022-01-13 13:02,Hodak,Oh Wow,10390,2022-01-13 13:02:00,0.81,0.276,1,-11.99,1,0.365,0.0925,0.0,0.13,0.282,150.04,audio_features,4CoG5UcyhTLS6DGmSS3Tix,spotify:track:4CoG5UcyhTLS6DGmSS3Tix,https://api.spotify.com/v1/tracks/4CoG5UcyhTLS6DGmSS3Tix,https://api.spotify.com/v1/audio-analysis/4CoG5UcyhTLS6DGmSS3Tix,196680,4,Custom,6AHKsjGrQnVLe1H7XMnn9p
9,Więcej___DZIARMA,2022-01-13 13:12,DZIARMA,Więcej,189573,2022-01-13 13:12:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
10,Live___Billie Marten,2022-01-13 13:53,Billie Marten,Live,0,2022-01-13 13:53:00,0.332,0.319,4,-11.599,1,0.0434,0.832,0.00027,0.107,0.273,174.861,audio_features,2dJuyVPol0mFK9uf7aCpAc,spotify:track:2dJuyVPol0mFK9uf7aCpAc,https://api.spotify.com/v1/tracks/2dJuyVPol0mFK9uf7aCpAc,https://api.spotify.com/v1/audio-analysis/2dJuyVPol0mFK9uf7aCpAc,243973,3,Writing of Blues and Yellows (Deluxe Version),3WHmv6ghPoM7oA0rP6jMkT
11,Więcej___DZIARMA,2022-01-13 13:56,DZIARMA,Więcej,189573,2022-01-13 13:56:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
12,2:00___sanah,2022-01-13 14:05,sanah,2:00,199555,2022-01-13 14:05:00,0.601,0.122,3,-11.68,0,0.04,0.889,0.000712,0.169,0.212,119.698,audio_features,4s0LlMTMlsd6OrrcWJeKMI,spotify:track:4s0LlMTMlsd6OrrcWJeKMI,https://api.spotify.com/v1/tracks/4s0LlMTMlsd6OrrcWJeKMI,https://api.spotify.com/v1/audio-analysis/4s0LlMTMlsd6OrrcWJeKMI,199555,4,Irenka,3RBWb4HlzXRG0pD0eHdnwF
13,Zgaś___LUNA,2022-01-13 14:12,LUNA,Zgaś,190000,2022-01-13 14:12:00,0.77,0.594,8,-7.714,0,0.0782,0.148,0.00412,0.157,0.617,120.003,audio_features,3Z1bJ1RKTD05i49eDJCLVW,spotify:track:3Z1bJ1RKTD05i49eDJCLVW,https://api.spotify.com/v1/tracks/3Z1bJ1RKTD05i49eDJCLVW,https://api.spotify.com/v1/audio-analysis/3Z1bJ1RKTD05i49eDJCLVW,190000,4,Zgaś,5ctrWbo0hqnhDwPt8CTVR4
14,Więcej___DZIARMA,2022-01-13 14:15,DZIARMA,Więcej,189573,2022-01-13 14:15:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
15,Więcej___DZIARMA,2022-01-13 14:38,DZIARMA,Więcej,111243,2022-01-13 14:38:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
16,Levitating___Dua Lipa,2022-01-13 16:15,Dua Lipa,Levitating,203807,2022-01-13 16:15:00,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,audio_features,39LLxExYz6ewLAcYrzQQyP,spotify:track:39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP,203808,4,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI
17,Pretty Please___Dua Lipa,2022-01-13 16:18,Dua Lipa,Pretty Please,194607,2022-01-13 16:18:00,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,audio_features,6DXZiYUbrYgrVIhfX3U9Z2,spotify:track:6DXZiYUbrYgrVIhfX3U9Z2,https://api.spotify.com/v1/tracks/6DXZiYUbrYgrVIhfX3U9Z2,https://api.spotify.com/v1/audio-analysis/6DXZiYUbrYgrVIhfX3U9Z2,194607,4,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI
18,Hallucinate___Dua Lipa,2022-01-13 16:19,Dua Lipa,Hallucinate,37180,2022-01-13 16:19:00,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,audio_features,1nYeVF5vIBxMxfPoL0SIWg,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/tracks/1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/audio-analysis/1nYeVF5vIBxMxfPoL0SIWg,208505,4,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI
19,Więcej___DZIARMA,2022-01-13 17:00,DZIARMA,Więcej,189573,2022-01-13 17:00:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
20,Więcej___DZIARMA,2022-01-13 17:03,DZIARMA,Więcej,189573,2022-01-13 17:03:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
21,Więcej___DZIARMA,2022-01-13 17:07,DZIARMA,Więcej,189573,2022-01-13 17:07:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
22,Więcej___DZIARMA,2022-01-13 17:10,DZIARMA,Więcej,189573,2022-01-13 17:10:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
23,Więcej___DZIARMA,2022-01-13 17:11,DZIARMA,Więcej,79227,2022-01-13 17:11:00,0.754,0.616,8,-6.965,1,0.249,0.0123,1.34e-06,0.108,0.54,123.983,audio_features,6jBrLo04QXIU561bEdZbkG,spotify:track:6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/tracks/6jBrLo04QXIU561bEdZbkG,https://api.spotify.com/v1/audio-analysis/6jBrLo04QXIU561bEdZbkG,189573,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
24,SIRI - ŚWIĘTY BASS x @atutowy Remix___Oki,2022-01-13 17:17,Oki,SIRI - ŚWIĘTY BASS x @atutowy Remix,189565,2022-01-13 17:17:00,0.802,0.693,6,-6.251,0,0.361,0.0216,0.0,0.142,0.572,138.102,audio_features,5KazNBs3wwE8eCXm36hxK4,spotify:track:5KazNBs3wwE8eCXm36hxK4,https://api.spotify.com/v1/tracks/5KazNBs3wwE8eCXm36hxK4,https://api.spotify.com/v1/audio-analysis/5KazNBs3wwE8eCXm36hxK4,189565,4,47REMIX PACK,6flygMbrYehmvGxSaaMdpK
25,Electrode___Doda,2022-01-13 17:21,Doda,Electrode,285146,2022-01-13 17:21:00,0.538,0.741,5,-7.173,1,0.048,0.118,0.0,0.865,0.32,111.991,audio_features,3U41at9GqAGiQcpXYAETkS,spotify:track:3U41at9GqAGiQcpXYAETkS,https://api.spotify.com/v1/tracks/3U41at9GqAGiQcpXYAETkS,https://api.spotify.com/v1/audio-analysis/3U41at9GqAGiQcpXYAETkS,285147,4,7 Pokus Glownych,6cMjSYheEnm0hXuLnxNd8p
26,Entertain Me___Ylona Garcia,2022-01-13 21:23,Ylona Garcia,Entertain Me,182893,2022-01-13 21:23:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
27,Entertain Me___Ylona Garcia,2022-01-13 21:26,Ylona Garcia,Entertain Me,182893,2022-01-13 21:26:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
28,Entertain Me___Ylona Garcia,2022-01-13 21:29,Ylona Garcia,Entertain Me,182893,2022-01-13 21:29:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
29,Entertain Me___Ylona Garcia,2022-01-13 21:32,Ylona Garcia,Entertain Me,182893,2022-01-13 21:32:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
30,Entertain Me___Ylona Garcia,2022-01-13 21:35,Ylona Garcia,Entertain Me,182893,2022-01-13 21:35:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
31,Entertain Me___Ylona Garcia,2022-01-14 00:06,Ylona Garcia,Entertain Me,182893,2022-01-14 00:06:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
32,Entertain Me___Ylona Garcia,2022-01-14 00:09,Ylona Garcia,Entertain Me,182893,2022-01-14 00:09:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
33,Entertain Me___Ylona Garcia,2022-01-14 00:12,Ylona Garcia,Entertain Me,182893,2022-01-14 00:12:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
34,Entertain Me___Ylona Garcia,2022-01-14 00:15,Ylona Garcia,Entertain Me,182893,2022-01-14 00:15:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
35,Entertain Me___Ylona Garcia,2022-01-14 00:19,Ylona Garcia,Entertain Me,182893,2022-01-14 00:19:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
36,Entertain Me___Ylona Garcia,2022-01-14 00:22,Ylona Garcia,Entertain Me,182893,2022-01-14 00:22:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
37,Entertain Me___Ylona Garcia,2022-01-14 00:31,Ylona Garcia,Entertain Me,139035,2022-01-14 00:31:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
38,Entertain Me___Ylona Garcia,2022-01-14 01:11,Ylona Garcia,Entertain Me,85978,2022-01-14 01:11:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
39,DRUM GO DUM___K/DA,2022-01-14 01:15,K/DA,DRUM GO DUM,130892,2022-01-14 01:15:00,0.608,0.939,11,-4.723,0,0.0579,0.0116,0.0398,0.0656,0.403,175.028,audio_features,2JV5OBqTMW1F6PYOGZJatP,spotify:track:2JV5OBqTMW1F6PYOGZJatP,https://api.spotify.com/v1/tracks/2JV5OBqTMW1F6PYOGZJatP,https://api.spotify.com/v1/audio-analysis/2JV5OBqTMW1F6PYOGZJatP,200914,4,ALL OUT,26IdRjba8f8DNa7c0FwfQb
40,She Said (Big Jet Plane)___Trinix,2022-01-14 01:18,Trinix,She Said (Big Jet Plane),173750,2022-01-14 01:18:00,0.808,0.538,0,-10.211,0,0.0608,0.108,0.0743,0.0555,0.416,108.026,audio_features,3HeZam86SuxGp1wZ3XMIjE,spotify:track:3HeZam86SuxGp1wZ3XMIjE,https://api.spotify.com/v1/tracks/3HeZam86SuxGp1wZ3XMIjE,https://api.spotify.com/v1/audio-analysis/3HeZam86SuxGp1wZ3XMIjE,173750,4,She Said (Big Jet Plane),06glmgu7XVm60LyphpYQxc
41,Alberts Chamber___lechiffrebeats,2022-01-14 01:31,lechiffrebeats,Alberts Chamber,142588,2022-01-14 01:31:00,0.685,0.29,4,-17.681,1,0.0473,0.166,0.532,0.416,0.728,169.905,audio_features,036MHpenhg9D1br2SCeZde,spotify:track:036MHpenhg9D1br2SCeZde,https://api.spotify.com/v1/tracks/036MHpenhg9D1br2SCeZde,https://api.spotify.com/v1/audio-analysis/036MHpenhg9D1br2SCeZde,142588,4,Alberts Chamber,03ZNrx65J0izdXdHC7wgrv
42,Sunrise___Keanler,2022-01-14 01:34,Keanler,Sunrise,181860,2022-01-14 01:34:00,0.713,0.95,1,-7.582,1,0.042,0.00262,0.856,0.191,0.643,150.003,audio_features,6Rky4H51h4E35meaMTfJQF,spotify:track:6Rky4H51h4E35meaMTfJQF,https://api.spotify.com/v1/tracks/6Rky4H51h4E35meaMTfJQF,https://api.spotify.com/v1/audio-analysis/6Rky4H51h4E35meaMTfJQF,110053,4,SUNRISE,7j00MK8XaLHZ1nyyuCauQN
43,Magic___Pawoh,2022-01-14 01:36,Pawoh,Magic,144045,2022-01-14 01:36:00,0.621,0.907,2,-3.923,1,0.0474,0.091,0.0,0.067,0.884,128.056,audio_features,3s6ltUrI93LBKU8taezsLn,spotify:track:3s6ltUrI93LBKU8taezsLn,https://api.spotify.com/v1/tracks/3s6ltUrI93LBKU8taezsLn,https://api.spotify.com/v1/audio-analysis/3s6ltUrI93LBKU8taezsLn,233693,4,Africainement vôtre,7CbbTg0ujpAaeLvEvk8JqS
44,Entertain Me___Ylona Garcia,2022-01-14 01:43,Ylona Garcia,Entertain Me,97120,2022-01-14 01:43:00,0.634,0.741,1,-5.47,1,0.0751,0.0067,0.0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4,Entertain Me,3EePyDmGTMp3EV77YTjZrP
45,Tides___Prigida,2022-01-14 01:53,Prigida,Tides,134579,2022-01-14 01:53:00,0.781,0.715,3,-9.006,0,0.117,0.252,0.152,0.107,0.545,122.014,audio_features,0chM0xFn0nLN6U3Krjpc3N,spotify:track:0chM0xFn0nLN6U3Krjpc3N,https://api.spotify.com/v1/tracks/0chM0xFn0nLN6U3Krjpc3N,https://api.spotify.com/v1/audio-analysis/0chM0xFn0nLN6U3Krjpc3N,177049,4,Tides (feat. Nina Carr),2HC6ifETtAjcmf4Z0RGHbE
46,Have It All___Lonely in the Rain,2022-01-14 02:00,Lonely in the Rain,Have It All,216000,2022-01-14 02:00:00,0.739,0.594,10,-10.34,1,0.111,0.753,0.0237,0.0862,0.0706,120.005,audio_features,2clYzDXvfVTubv5UXriB8Q,spotify:track:2clYzDXvfVTubv5UXriB8Q,https://api.spotify.com/v1/tracks/2clYzDXvfVTubv5UXriB8Q,https://api.spotify.com/v1/audio-analysis/2clYzDXvfVTubv5UXriB8Q,216000,4,Always a Light On (Deluxe Edition),2ExVvOBSVHwo0oc3AHlVq9
47,Palais royal___Triomphe,2022-01-14 02:08,Triomphe,Palais royal,253090,2022-01-14 02:08:00,0.72,0.644,4,-11.922,0,0.0743,0.799,0.323,0.0888,0.106,109.997,audio_features,6OpOMtO57sRuaHq2RZO1U1,spotify:track:6OpOMtO57sRuaHq2RZO1U1,https://api.spotify.com/v1/tracks/6OpOMtO57sRuaHq2RZO1U1,https://api.spotify.com/v1/audio-analysis/6OpOMtO57sRuaHq2RZO1U1,253091,4,Palais royal,7mlXlXb94hH7Cob8YFz63j
48,Solely___morningtime,2022-01-14 02:13,morningtime,Solely,136438,2022-01-14 02:13:00,0.615,0.219,11,-11.775,1,0.0564,0.858,0.812,0.352,0.21,146.002,audio_features,5B8dxY4yGpaxk6HaZwmt3H,spotify:track:5B8dxY4yGpaxk6HaZwmt3H,https://api.spotify.com/v1/tracks/5B8dxY4yGpaxk6HaZwmt3H,https://api.spotify.com/v1/audio-analysis/5B8dxY4yGpaxk6HaZwmt3H,136438,5,Solely,2ZQNDavTx9J6Rx1P02pRZX
49,No One Like You___Lonely Night,2022-01-14 02:16,Lonely Night,No One Like You,143632,2022-01-14 02:16:00,0.728,0.677,7,-9.515,0,0.0444,0.117,0.000334,0.215,0.227,122.039,audio_features,6udsrE4qFaLBIU19lHZjUG,spotify:track:6udsrE4qFaLBIU19lHZjUG,https://api.spotify.com/v1/tracks/6udsrE4qFaLBIU19lHZjUG,https://api.spotify.com/v1/audio-analysis/6udsrE4qFaLBIU19lHZjUG,143632,4,No One Like You,7Mp8Z7R7QvHAK6rGy25Mry
50,Downtown - Holmsey Remix___Half an Orange,2022-01-14 02:19,Half an Orange,Downtown - Holmsey Remix,209473,2022-01-14 02:19:00,0.727,0.485,0,-9.941,0,0.17,0.698,0.000394,0.0989,0.147,113.98,audio_features,5tNPwBchso6hZCHUGbTrXC,spotify:track:5tNPwBchso6hZCHUGbTrXC,https://api.spotify.com/v1/tracks/5tNPwBchso6hZCHUGbTrXC,https://api.spotify.com/v1/audio-analysis/5tNPwBchso6hZCHUGbTrXC,209474,4,Downtown (Holmsey Remix),42IxoHotEYvuSjpMohroh7
